"BirdID","TerritoryID","Status","FieldPeriodID","PeriodStart","PeriodEnd"
5829,3,"BrM",166,"30/01/2018","14/03/2018"
5829,3,"BrM",167,"19/06/2018","22/09/2018"
5829,3,"BrM",171,"21/01/2019","09/03/2019"
5829,3,"BrM",173,"10/06/2019","23/09/2019"
5829,3,"BrM",174,"05/02/2020","16/03/2020"
5829,20,"ABX",116,"04/06/2012","30/09/2012"
5829,20,"ABX",118,"22/01/2013","27/02/2013"
5829,490,"BrM",122,"18/06/2013","30/09/2013"
5830,67,"ABX",116,"04/06/2012","30/09/2012"
5831,3,"OFL",116,"04/06/2012","30/09/2012"
5832,477,"H",116,"04/06/2012","30/09/2012"
5833,27,"ABX",116,"04/06/2012","30/09/2012"
5833,27,"ABX",118,"22/01/2013","27/02/2013"
5833,34,"BrF",122,"18/06/2013","30/09/2013"
5833,34,"BrF",124,"19/01/2014","04/03/2014"
5833,34,"BrF",125,"16/06/2014","04/10/2014"
5833,34,"BrF",139,"16/01/2015","05/03/2015"
5833,34,"BrF",142,"22/06/2015","29/09/2015"
5833,34,"BrF",144,"02/02/2016","09/03/2016"
5833,34,"BrF",159,"23/06/2016","19/09/2016"
5833,34,"BrF",161,"07/02/2017","03/03/2017"
5833,34,"BrF",164,"21/06/2017","20/09/2017"
5833,34,"BrF",166,"30/01/2018","14/03/2018"
5833,34,"BrF",167,"19/06/2018","22/09/2018"
5833,34,"BrF",171,"21/01/2019","09/03/2019"
5834,2,"AB",116,"04/06/2012","30/09/2012"
5834,2,"ABX",118,"22/01/2013","27/02/2013"
5834,50,"ABX",118,"22/01/2013","27/02/2013"
5834,50,"BrM",122,"18/06/2013","30/09/2013"
5834,50,"BrM",124,"19/01/2014","04/03/2014"
5834,50,"BrM",125,"16/06/2014","04/10/2014"
5834,50,"BrM",139,"16/01/2015","05/03/2015"
5834,50,"BrM",142,"22/06/2015","29/09/2015"
5835,24,"ABX",116,"04/06/2012","30/09/2012"
5835,32,"BrM",122,"18/06/2013","30/09/2013"
5835,32,"BrM",124,"19/01/2014","04/03/2014"
5835,32,"BrM",125,"16/06/2014","04/10/2014"
5835,32,"BrM",139,"16/01/2015","05/03/2015"
5835,32,"BrM",142,"22/06/2015","29/09/2015"
5835,33,"BrM",124,"19/01/2014","04/03/2014"
5836,172,"BrM",116,"04/06/2012","30/09/2012"
5836,172,"BrM",118,"22/01/2013","27/02/2013"
5836,172,"BrM",122,"18/06/2013","30/09/2013"
5836,172,"BrM",124,"19/01/2014","04/03/2014"
5836,172,"BrM",125,"16/06/2014","04/10/2014"
5836,172,"BrM",139,"16/01/2015","05/03/2015"
5837,-3,"FLOAT",116,"04/06/2012","30/09/2012"
5837,8,"BrM",122,"18/06/2013","30/09/2013"
5837,8,"BrM",124,"19/01/2014","04/03/2014"
5837,8,"BrM",125,"16/06/2014","04/10/2014"
5837,8,"BrM",139,"16/01/2015","05/03/2015"
5837,8,"BrM",142,"22/06/2015","29/09/2015"
5837,8,"BrM",144,"02/02/2016","09/03/2016"
5837,8,"BrM",159,"23/06/2016","19/09/2016"
5837,8,"BrM",161,"07/02/2017","03/03/2017"
5837,8,"BrM",164,"21/06/2017","20/09/2017"
5837,8,"BrM",166,"30/01/2018","14/03/2018"
5838,105,"OFL",116,"04/06/2012","30/09/2012"
5838,179,"BrF",122,"18/06/2013","30/09/2013"
5838,179,"BrF",124,"19/01/2014","04/03/2014"
5838,179,"BrF",125,"16/06/2014","04/10/2014"
5838,179,"BrF",139,"16/01/2015","05/03/2015"
5838,179,"BrF",142,"22/06/2015","29/09/2015"
5838,179,"BrF",144,"02/02/2016","09/03/2016"
5838,179,"BrF",159,"23/06/2016","19/09/2016"
5838,179,"BrF",161,"07/02/2017","03/03/2017"
5838,179,"BrF",164,"21/06/2017","20/09/2017"
5838,179,"BrF",166,"30/01/2018","14/03/2018"
5838,179,"BrF",167,"19/06/2018","22/09/2018"
5838,179,"BrF",171,"21/01/2019","09/03/2019"
5838,179,"BrF",173,"10/06/2019","23/09/2019"
5838,179,"BrF",174,"05/02/2020","16/03/2020"
5839,36,"ABX",116,"04/06/2012","30/09/2012"
5839,36,"ABX",118,"22/01/2013","27/02/2013"
5839,407,"ABX",122,"18/06/2013","30/09/2013"
5839,617,"BrM",125,"16/06/2014","04/10/2014"
5839,617,"BrM",139,"16/01/2015","05/03/2015"
5839,617,"BrM",142,"22/06/2015","29/09/2015"
5839,617,"BrM",144,"02/02/2016","09/03/2016"
5839,617,"BrM",159,"23/06/2016","19/09/2016"
5839,617,"BrM",161,"07/02/2017","03/03/2017"
5841,9,"ABX",116,"04/06/2012","30/09/2012"
5841,9,"ABX",118,"22/01/2013","27/02/2013"
5841,9,"H",122,"18/06/2013","30/09/2013"
5841,11,"BrF",124,"19/01/2014","04/03/2014"
5841,11,"BrF",125,"16/06/2014","04/10/2014"
5841,11,"BrF",139,"16/01/2015","05/03/2015"
5841,11,"BrF",142,"22/06/2015","29/09/2015"
5841,11,"BrF",144,"02/02/2016","09/03/2016"
5842,68,"ABX",116,"04/06/2012","30/09/2012"
5842,168,"BrF",122,"18/06/2013","30/09/2013"
5842,168,"BrF",124,"19/01/2014","04/03/2014"
5842,168,"BrF",125,"16/06/2014","04/10/2014"
5842,168,"BrF",139,"16/01/2015","05/03/2015"
5843,28,"ABX",116,"04/06/2012","30/09/2012"
5843,28,"ABX",118,"22/01/2013","27/02/2013"
5843,28,"H",122,"18/06/2013","30/09/2013"
5843,28,"H",124,"19/01/2014","04/03/2014"
5843,28,"BrF",125,"16/06/2014","04/10/2014"
5843,28,"BrF",139,"16/01/2015","05/03/2015"
5843,28,"BrF",142,"22/06/2015","29/09/2015"
5843,28,"BrF",144,"02/02/2016","09/03/2016"
5843,28,"BrF",159,"23/06/2016","19/09/2016"
5843,28,"BrF",161,"07/02/2017","03/03/2017"
5843,28,"BrF",164,"21/06/2017","20/09/2017"
5843,28,"BrF",166,"30/01/2018","14/03/2018"
5844,478,"ABX",116,"04/06/2012","30/09/2012"
5845,94,"BrF",116,"04/06/2012","30/09/2012"
5845,94,"BrF",118,"22/01/2013","27/02/2013"
5845,94,"BrF",122,"18/06/2013","30/09/2013"
5845,94,"BrF",124,"19/01/2014","04/03/2014"
5845,94,"BrF",125,"16/06/2014","04/10/2014"
5845,94,"BrF",139,"16/01/2015","05/03/2015"
5845,94,"BrF",142,"22/06/2015","29/09/2015"
5845,94,"BrF",144,"02/02/2016","09/03/2016"
5845,94,"BrF",159,"23/06/2016","19/09/2016"
5845,94,"BrF",161,"07/02/2017","03/03/2017"
5845,94,"BrF",164,"21/06/2017","20/09/2017"
5845,94,"BrF",166,"30/01/2018","14/03/2018"
5845,94,"BrF",167,"19/06/2018","22/09/2018"
5845,94,"BrF",171,"21/01/2019","09/03/2019"
5845,94,"BrF",173,"10/06/2019","23/09/2019"
5845,94,"BrF",174,"05/02/2020","16/03/2020"
5846,45,"ABX",139,"16/01/2015","05/03/2015"
5846,45,"H",142,"22/06/2015","29/09/2015"
5846,45,"H",159,"23/06/2016","19/09/2016"
5846,45,"H",164,"21/06/2017","20/09/2017"
5846,45,"H",167,"19/06/2018","22/09/2018"
5846,62,"OFL",116,"04/06/2012","30/09/2012"
5846,62,"ABX",118,"22/01/2013","27/02/2013"
5846,62,"ABX",122,"18/06/2013","30/09/2013"
5847,71,"BrM",116,"04/06/2012","30/09/2012"
5847,71,"BrM",118,"22/01/2013","27/02/2013"
5847,71,"BrM",122,"18/06/2013","30/09/2013"
5847,71,"BrM",124,"19/01/2014","04/03/2014"
5847,71,"BrM",125,"16/06/2014","04/10/2014"
5847,71,"BrM",139,"16/01/2015","05/03/2015"
5848,67,"FL",116,"04/06/2012","30/09/2012"
5849,63,"ABX",116,"04/06/2012","30/09/2012"
5850,125,"ABX",116,"04/06/2012","30/09/2012"
5850,516,"BrM",125,"16/06/2014","04/10/2014"
5850,516,"BrM",139,"16/01/2015","05/03/2015"
5850,516,"BrM",142,"22/06/2015","29/09/2015"
5850,516,"BrM",124,"19/01/2014","04/03/2014"
5850,516,"BrM",144,"02/02/2016","09/03/2016"
5850,516,"BrM",159,"23/06/2016","19/09/2016"
5850,516,"BrM",161,"07/02/2017","03/03/2017"
5850,516,"BrM",164,"21/06/2017","20/09/2017"
5850,516,"BrM",166,"30/01/2018","14/03/2018"
5850,516,"BrM",167,"19/06/2018","22/09/2018"
5850,516,"BrM",171,"21/01/2019","09/03/2019"
5850,516,"BrM",173,"10/06/2019","23/09/2019"
5850,516,"BrM",174,"05/02/2020","16/03/2020"
5851,99,"BrF",124,"19/01/2014","04/03/2014"
5851,99,"BrF",125,"16/06/2014","04/10/2014"
5851,99,"BrF",139,"16/01/2015","05/03/2015"
5851,99,"BrF",142,"22/06/2015","29/09/2015"
5851,99,"BrF",144,"02/02/2016","09/03/2016"
5851,99,"BrF",159,"23/06/2016","19/09/2016"
5851,99,"BrF",161,"07/02/2017","03/03/2017"
5851,99,"BrF",164,"21/06/2017","20/09/2017"
5851,99,"BrF",166,"30/01/2018","14/03/2018"
5851,134,"FL",116,"04/06/2012","30/09/2012"
5851,134,"ABX",118,"22/01/2013","27/02/2013"
5852,109,"FL",116,"04/06/2012","30/09/2012"
5853,77,"FL",116,"04/06/2012","30/09/2012"
5853,77,"ABX",118,"22/01/2013","27/02/2013"
5853,77,"H",122,"18/06/2013","30/09/2013"
5853,616,"BrM",125,"16/06/2014","04/10/2014"
5853,616,"BrM",139,"16/01/2015","05/03/2015"
5853,616,"BrM",142,"22/06/2015","29/09/2015"
5853,616,"BrM",144,"02/02/2016","09/03/2016"
5853,616,"BrM",159,"23/06/2016","19/09/2016"
5853,616,"BrM",161,"07/02/2017","03/03/2017"
5853,616,"BrM",164,"21/06/2017","20/09/2017"
5853,616,"BrM",166,"30/01/2018","14/03/2018"
5853,616,"BrM",167,"19/06/2018","22/09/2018"
5853,616,"BrM",171,"21/01/2019","09/03/2019"
5853,616,"BrM",173,"10/06/2019","23/09/2019"
5853,616,"BrM",174,"05/02/2020","16/03/2020"
5854,-3,"FLOAT",125,"16/06/2014","04/10/2014"
5854,83,"BrF",142,"22/06/2015","29/09/2015"
5854,83,"BrF",144,"02/02/2016","09/03/2016"
5854,83,"BrF",159,"23/06/2016","19/09/2016"
5854,83,"BrF",161,"07/02/2017","03/03/2017"
5854,479,"FL",116,"04/06/2012","30/09/2012"
5854,479,"AB",122,"18/06/2013","30/09/2013"
5855,53,"BrM",124,"19/01/2014","04/03/2014"
5855,53,"BrM",125,"16/06/2014","04/10/2014"
5855,53,"BrM",139,"16/01/2015","05/03/2015"
5855,53,"BrM",142,"22/06/2015","29/09/2015"
5855,53,"BrM",144,"02/02/2016","09/03/2016"
5855,53,"BrM",159,"23/06/2016","19/09/2016"
5855,53,"BrM",161,"07/02/2017","03/03/2017"
5855,53,"BrM",164,"21/06/2017","20/09/2017"
5855,53,"BrM",166,"30/01/2018","14/03/2018"
5855,53,"BrM",167,"19/06/2018","22/09/2018"
5855,53,"BrM",171,"21/01/2019","09/03/2019"
5855,53,"BrM",173,"10/06/2019","23/09/2019"
5855,479,"FL",116,"04/06/2012","30/09/2012"
5855,479,"ABX",118,"22/01/2013","27/02/2013"
5855,479,"AB",122,"18/06/2013","30/09/2013"
5901,63,"ABX",118,"22/01/2013","27/02/2013"
5901,63,"BrF",122,"18/06/2013","30/09/2013"
5901,63,"BrF",124,"19/01/2014","04/03/2014"
5901,63,"BrF",125,"16/06/2014","04/10/2014"
5901,63,"BrF",139,"16/01/2015","05/03/2015"
5901,63,"BrF",142,"22/06/2015","29/09/2015"
5901,63,"BrF",144,"02/02/2016","09/03/2016"
5901,63,"BrF",159,"23/06/2016","19/09/2016"
5901,63,"BrF",161,"07/02/2017","03/03/2017"
5901,63,"BrF",164,"21/06/2017","20/09/2017"
5901,63,"BrF",166,"30/01/2018","14/03/2018"
5901,63,"BrF",167,"19/06/2018","22/09/2018"
5901,63,"BrF",171,"21/01/2019","09/03/2019"
5901,63,"BrF",173,"10/06/2019","23/09/2019"
5901,63,"BrF",174,"05/02/2020","16/03/2020"
5902,60,"ABX",118,"22/01/2013","27/02/2013"
5903,34,"BrM",122,"18/06/2013","30/09/2013"
5903,34,"BrM",124,"19/01/2014","04/03/2014"
5903,34,"BrM",125,"16/06/2014","04/10/2014"
5903,34,"BrM",139,"16/01/2015","05/03/2015"
5904,127,"ABX",118,"22/01/2013","27/02/2013"
5904,128,"AB",122,"18/06/2013","30/09/2013"
5904,128,"BrM",159,"23/06/2016","19/09/2016"
5904,128,"BrM",161,"07/02/2017","03/03/2017"
5904,128,"BrM",164,"21/06/2017","20/09/2017"
5904,128,"BrM",166,"30/01/2018","14/03/2018"
5904,128,"BrM",167,"19/06/2018","22/09/2018"
5904,128,"BrM",171,"21/01/2019","09/03/2019"
5904,129,"BrM",124,"19/01/2014","04/03/2014"
5904,129,"BrM",125,"16/06/2014","04/10/2014"
5904,129,"BrM",139,"16/01/2015","05/03/2015"
5904,129,"BrM",142,"22/06/2015","29/09/2015"
5904,129,"BrM",144,"02/02/2016","09/03/2016"
5904,129,"BrM",159,"23/06/2016","19/09/2016"
5904,129,"BrM",161,"07/02/2017","03/03/2017"
5904,137,"BrM",159,"23/06/2016","19/09/2016"
5905,43,"ABX",118,"22/01/2013","27/02/2013"
5906,155,"ABX",118,"22/01/2013","27/02/2013"
5906,155,"ABX",122,"18/06/2013","30/09/2013"
5907,-3,"FLOAT",125,"16/06/2014","04/10/2014"
5907,80,"FL",118,"22/01/2013","27/02/2013"
5907,80,"ABX",122,"18/06/2013","30/09/2013"
5907,80,"ABX",124,"19/01/2014","04/03/2014"
5908,137,"BrM",125,"16/06/2014","04/10/2014"
5908,137,"BrM",139,"16/01/2015","05/03/2015"
5908,137,"BrM",142,"22/06/2015","29/09/2015"
5908,137,"BrM",144,"02/02/2016","09/03/2016"
5908,165,"FL",118,"22/01/2013","27/02/2013"
5908,165,"ABX",124,"19/01/2014","04/03/2014"
5909,112,"BrF",142,"22/06/2015","29/09/2015"
5909,112,"BrF",144,"02/02/2016","09/03/2016"
5909,112,"H",159,"23/06/2016","19/09/2016"
5909,112,"ABX",161,"07/02/2017","03/03/2017"
5909,477,"ABX",118,"22/01/2013","27/02/2013"
5909,477,"ABX",122,"18/06/2013","30/09/2013"
5909,477,"H",124,"19/01/2014","04/03/2014"
5909,477,"H",125,"16/06/2014","04/10/2014"
5909,477,"ABX",139,"16/01/2015","05/03/2015"
5909,531,"BrF",164,"21/06/2017","20/09/2017"
5909,531,"ABX",166,"30/01/2018","14/03/2018"
6009,77,"H",122,"18/06/2013","30/09/2013"
6009,86,"BrF",124,"19/01/2014","04/03/2014"
6009,154,"BrF",125,"16/06/2014","04/10/2014"
6009,154,"BrF",139,"16/01/2015","05/03/2015"
6009,154,"BrF",142,"22/06/2015","29/09/2015"
6009,154,"BrF",144,"02/02/2016","09/03/2016"
6009,154,"BrF",159,"23/06/2016","19/09/2016"
6009,154,"BrF",161,"07/02/2017","03/03/2017"
6009,154,"BrF",164,"21/06/2017","20/09/2017"
6009,154,"BrF",166,"30/01/2018","14/03/2018"
6009,154,"BrF",167,"19/06/2018","22/09/2018"
6009,154,"BrF",171,"21/01/2019","09/03/2019"
6009,154,"BrF",173,"10/06/2019","23/09/2019"
6009,154,"BrF",174,"05/02/2020","16/03/2020"
6010,45,"ABX",124,"19/01/2014","04/03/2014"
6010,53,"AB",122,"18/06/2013","30/09/2013"
6011,13,"ABX",122,"18/06/2013","30/09/2013"
6011,13,"BrM",124,"19/01/2014","04/03/2014"
6011,13,"ABX",125,"16/06/2014","04/10/2014"
6011,43,"BrM",125,"16/06/2014","04/10/2014"
6011,43,"BrM",139,"16/01/2015","05/03/2015"
6011,43,"BrM",142,"22/06/2015","29/09/2015"
6011,43,"BrM",144,"02/02/2016","09/03/2016"
6011,43,"BrM",159,"23/06/2016","19/09/2016"
6011,43,"BrM",161,"07/02/2017","03/03/2017"
6011,43,"BrM",164,"21/06/2017","20/09/2017"
6011,43,"BrM",166,"30/01/2018","14/03/2018"
6011,43,"BrM",167,"19/06/2018","22/09/2018"
6011,43,"BrM",171,"21/01/2019","09/03/2019"
6011,43,"BrM",173,"10/06/2019","23/09/2019"
6011,43,"BrM",174,"05/02/2020","16/03/2020"
6012,94,"AB",122,"18/06/2013","30/09/2013"
6012,94,"ABX",124,"19/01/2014","04/03/2014"
6012,94,"H",125,"16/06/2014","04/10/2014"
6012,94,"H",139,"16/01/2015","05/03/2015"
6012,110,"BrM",139,"16/01/2015","05/03/2015"
6012,110,"BrM",142,"22/06/2015","29/09/2015"
6012,110,"BrM",144,"02/02/2016","09/03/2016"
6014,59,"ABX",122,"18/06/2013","30/09/2013"
6014,59,"BrM",124,"19/01/2014","04/03/2014"
6014,59,"BrM",125,"16/06/2014","04/10/2014"
6014,59,"BrM",139,"16/01/2015","05/03/2015"
6015,85,"BrF",122,"18/06/2013","30/09/2013"
6016,9,"TBRM",142,"22/06/2015","29/09/2015"
6016,478,"AB",122,"18/06/2013","30/09/2013"
6016,478,"ABX",124,"19/01/2014","04/03/2014"
6016,478,"ABX",125,"16/06/2014","04/10/2014"
6017,45,"ABX",139,"16/01/2015","05/03/2015"
6017,53,"BrM",122,"18/06/2013","30/09/2013"
6018,3,"ABX",122,"18/06/2013","30/09/2013"
6018,75,"BrM",124,"19/01/2014","04/03/2014"
6018,75,"BrM",125,"16/06/2014","04/10/2014"
6018,75,"BrM",139,"16/01/2015","05/03/2015"
6018,75,"BrM",142,"22/06/2015","29/09/2015"
6018,75,"BrM",144,"02/02/2016","09/03/2016"
6018,75,"BrM",159,"23/06/2016","19/09/2016"
6018,75,"BrM",161,"07/02/2017","03/03/2017"
6018,75,"BrM",164,"21/06/2017","20/09/2017"
6018,75,"BrM",166,"30/01/2018","14/03/2018"
6018,75,"BrM",167,"19/06/2018","22/09/2018"
6018,75,"BrM",171,"21/01/2019","09/03/2019"
6019,63,"BrM",122,"18/06/2013","30/09/2013"
6019,63,"BrM",124,"19/01/2014","04/03/2014"
6019,63,"BrM",125,"16/06/2014","04/10/2014"
6019,63,"BrM",139,"16/01/2015","05/03/2015"
6019,63,"BrM",142,"22/06/2015","29/09/2015"
6019,63,"BrM",144,"02/02/2016","09/03/2016"
6019,63,"BrM",159,"23/06/2016","19/09/2016"
6019,63,"BrM",161,"07/02/2017","03/03/2017"
6019,63,"BrM",164,"21/06/2017","20/09/2017"
6019,63,"BrM",166,"30/01/2018","14/03/2018"
6019,63,"BrM",167,"19/06/2018","22/09/2018"
6019,63,"BrM",171,"21/01/2019","09/03/2019"
6019,63,"BrM",173,"10/06/2019","23/09/2019"
6020,20,"ABX",122,"18/06/2013","30/09/2013"
6021,57,"H",122,"18/06/2013","30/09/2013"
6022,126,"BrF",122,"18/06/2013","30/09/2013"
6022,126,"BrF",124,"19/01/2014","04/03/2014"
6022,126,"BrF",125,"16/06/2014","04/10/2014"
6022,126,"BrF",139,"16/01/2015","05/03/2015"
6022,126,"BrF",142,"22/06/2015","29/09/2015"
6022,126,"BrF",144,"02/02/2016","09/03/2016"
6022,126,"BrF",159,"23/06/2016","19/09/2016"
6022,126,"BrF",161,"07/02/2017","03/03/2017"
6022,126,"BrF",164,"21/06/2017","20/09/2017"
6022,126,"BrF",166,"30/01/2018","14/03/2018"
6022,126,"BrF",167,"19/06/2018","22/09/2018"
6022,126,"BrF",171,"21/01/2019","09/03/2019"
6022,126,"BrF",173,"10/06/2019","23/09/2019"
6023,58,"ABX",122,"18/06/2013","30/09/2013"
6024,168,"ABX",122,"18/06/2013","30/09/2013"
6024,605,"BrM",124,"19/01/2014","04/03/2014"
6024,605,"BrM",125,"16/06/2014","04/10/2014"
6024,605,"BrM",139,"16/01/2015","05/03/2015"
6024,605,"BrM",142,"22/06/2015","29/09/2015"
6025,-3,"FLOAT",125,"16/06/2014","04/10/2014"
6025,47,"H",122,"18/06/2013","30/09/2013"
6025,47,"ABX",124,"19/01/2014","04/03/2014"
6026,82,"ABX",122,"18/06/2013","30/09/2013"
6026,82,"ABX",124,"19/01/2014","04/03/2014"
6026,82,"ABX",125,"16/06/2014","04/10/2014"
6026,82,"BrM",139,"16/01/2015","05/03/2015"
6026,82,"BrM",142,"22/06/2015","29/09/2015"
6026,82,"BrM",144,"02/02/2016","09/03/2016"
6026,82,"ABX",159,"23/06/2016","19/09/2016"
6026,82,"H",161,"07/02/2017","03/03/2017"
6027,-3,"FLOAT",124,"19/01/2014","04/03/2014"
6027,33,"BrM",125,"16/06/2014","04/10/2014"
6027,33,"BrM",139,"16/01/2015","05/03/2015"
6028,14,"AB",122,"18/06/2013","30/09/2013"
6028,407,"BrF",124,"19/01/2014","04/03/2014"
6028,407,"BrF",125,"16/06/2014","04/10/2014"
6028,407,"BrF",139,"16/01/2015","05/03/2015"
6028,407,"BrF",142,"22/06/2015","29/09/2015"
6028,407,"BrF",144,"02/02/2016","09/03/2016"
6028,407,"BrF",159,"23/06/2016","19/09/2016"
6028,407,"BrF",161,"07/02/2017","03/03/2017"
6028,407,"BrF",164,"21/06/2017","20/09/2017"
6028,407,"BrF",166,"30/01/2018","14/03/2018"
6028,407,"BrF",167,"19/06/2018","22/09/2018"
6028,407,"BrF",171,"21/01/2019","09/03/2019"
6028,407,"BrF",173,"10/06/2019","23/09/2019"
6028,407,"BrF",174,"05/02/2020","16/03/2020"
6029,72,"BrM",124,"19/01/2014","04/03/2014"
6029,72,"BrM",125,"16/06/2014","04/10/2014"
6029,72,"BrM",139,"16/01/2015","05/03/2015"
6029,72,"BrM",142,"22/06/2015","29/09/2015"
6029,72,"BrM",144,"02/02/2016","09/03/2016"
6029,72,"BrM",159,"23/06/2016","19/09/2016"
6029,72,"BrM",161,"07/02/2017","03/03/2017"
6029,72,"BrM",164,"21/06/2017","20/09/2017"
6029,72,"BrM",166,"30/01/2018","14/03/2018"
6029,72,"BrM",167,"19/06/2018","22/09/2018"
6029,72,"BrM",171,"21/01/2019","09/03/2019"
6029,72,"BrM",173,"10/06/2019","23/09/2019"
6029,72,"BrM",174,"05/02/2020","16/03/2020"
6030,173,"BrM",124,"19/01/2014","04/03/2014"
6030,173,"BrM",125,"16/06/2014","04/10/2014"
6030,173,"BrM",139,"16/01/2015","05/03/2015"
6030,173,"BrM",142,"22/06/2015","29/09/2015"
6030,173,"BrM",144,"02/02/2016","09/03/2016"
6032,99,"BrM",159,"23/06/2016","19/09/2016"
6032,99,"BrM",161,"07/02/2017","03/03/2017"
6032,99,"BrM",164,"21/06/2017","20/09/2017"
6032,99,"BrM",166,"30/01/2018","14/03/2018"
6032,99,"BrM",167,"19/06/2018","22/09/2018"
6032,603,"BrM",124,"19/01/2014","04/03/2014"
6032,603,"BrM",125,"16/06/2014","04/10/2014"
6032,603,"BrM",139,"16/01/2015","05/03/2015"
6032,603,"BrM",142,"22/06/2015","29/09/2015"
6032,603,"BrM",144,"02/02/2016","09/03/2016"
6033,60,"ABX",122,"18/06/2013","30/09/2013"
6033,60,"ABX",124,"19/01/2014","04/03/2014"
6033,68,"BrM",125,"16/06/2014","04/10/2014"
6033,68,"BrM",139,"16/01/2015","05/03/2015"
6034,178,"ABX",122,"18/06/2013","30/09/2013"
6034,616,"BrF",125,"16/06/2014","04/10/2014"
6034,616,"BrF",139,"16/01/2015","05/03/2015"
6034,616,"BrF",142,"22/06/2015","29/09/2015"
6034,616,"BrF",144,"02/02/2016","09/03/2016"
6034,616,"BrF",159,"23/06/2016","19/09/2016"
6034,616,"BrF",161,"07/02/2017","03/03/2017"
6034,616,"BrF",164,"21/06/2017","20/09/2017"
6034,616,"BrF",166,"30/01/2018","14/03/2018"
6034,616,"BrF",167,"19/06/2018","22/09/2018"
6034,616,"BrF",171,"21/01/2019","09/03/2019"
6036,123,"BrF",124,"19/01/2014","04/03/2014"
6036,618,"BrF",125,"16/06/2014","04/10/2014"
6036,618,"BrF",139,"16/01/2015","05/03/2015"
6036,618,"BrF",142,"22/06/2015","29/09/2015"
6036,618,"BrF",144,"02/02/2016","09/03/2016"
6036,618,"BrF",159,"23/06/2016","19/09/2016"
6036,618,"BrF",161,"07/02/2017","03/03/2017"
6036,618,"BrF",164,"21/06/2017","20/09/2017"
6036,618,"BrF",166,"30/01/2018","14/03/2018"
6036,618,"BrF",167,"19/06/2018","22/09/2018"
6037,90,"FL",122,"18/06/2013","30/09/2013"
6045,20,"BrM",142,"22/06/2015","29/09/2015"
6045,20,"BrM",144,"02/02/2016","09/03/2016"
6045,20,"BrM",159,"23/06/2016","19/09/2016"
6045,20,"BrM",161,"07/02/2017","03/03/2017"
6045,20,"BrM",164,"21/06/2017","20/09/2017"
6045,20,"BrM",166,"30/01/2018","14/03/2018"
6045,20,"BrM",167,"19/06/2018","22/09/2018"
6045,20,"BrM",171,"21/01/2019","09/03/2019"
6045,481,"OFL",122,"18/06/2013","30/09/2013"
6045,481,"H",124,"19/01/2014","04/03/2014"
6045,481,"H",125,"16/06/2014","04/10/2014"
6045,481,"ABX",139,"16/01/2015","05/03/2015"
6046,-3,"FLOAT",125,"16/06/2014","04/10/2014"
6046,481,"FL",122,"18/06/2013","30/09/2013"
6046,481,"OFL",124,"19/01/2014","04/03/2014"
6047,3,"ABX",139,"16/01/2015","05/03/2015"
6047,8,"FL",122,"18/06/2013","30/09/2013"
6047,8,"ABX",124,"19/01/2014","04/03/2014"
6047,8,"ABX",125,"16/06/2014","04/10/2014"
6048,59,"BrF",125,"16/06/2014","04/10/2014"
6048,59,"BrF",139,"16/01/2015","05/03/2015"
6048,59,"BrF",142,"22/06/2015","29/09/2015"
6048,59,"BrF",144,"02/02/2016","09/03/2016"
6048,59,"BrF",159,"23/06/2016","19/09/2016"
6048,59,"BrF",161,"07/02/2017","03/03/2017"
6048,59,"BrF",164,"21/06/2017","20/09/2017"
6048,59,"BrF",166,"30/01/2018","14/03/2018"
6048,59,"BrF",167,"19/06/2018","22/09/2018"
6048,59,"BrF",171,"21/01/2019","09/03/2019"
6048,59,"BrF",173,"10/06/2019","23/09/2019"
6048,59,"BrF",174,"05/02/2020","16/03/2020"
6048,129,"ABX",122,"18/06/2013","30/09/2013"
6050,90,"OFL",122,"18/06/2013","30/09/2013"
6050,90,"ABX",124,"19/01/2014","04/03/2014"
6050,155,"BrM",125,"16/06/2014","04/10/2014"
6050,155,"BrM",139,"16/01/2015","05/03/2015"
6050,155,"BrM",142,"22/06/2015","29/09/2015"
6050,155,"BrM",144,"02/02/2016","09/03/2016"
6061,100,"BrF",124,"19/01/2014","04/03/2014"
6061,100,"BrF",125,"16/06/2014","04/10/2014"
6061,100,"BrF",139,"16/01/2015","05/03/2015"
6061,100,"BrF",142,"22/06/2015","29/09/2015"
6061,100,"BrF",144,"02/02/2016","09/03/2016"
6061,100,"BrF",159,"23/06/2016","19/09/2016"
6061,100,"BrF",161,"07/02/2017","03/03/2017"
6061,100,"BrF",164,"21/06/2017","20/09/2017"
6061,100,"BrF",166,"30/01/2018","14/03/2018"
6061,100,"BrF",167,"19/06/2018","22/09/2018"
6065,40,"OFL",124,"19/01/2014","04/03/2014"
6065,83,"BrF",125,"16/06/2014","04/10/2014"
6067,39,"ABX",124,"19/01/2014","04/03/2014"
6067,633,"BrF",142,"22/06/2015","29/09/2015"
6067,633,"BrF",144,"02/02/2016","09/03/2016"
6068,602,"BrF",124,"19/01/2014","04/03/2014"
6068,602,"BrF",125,"16/06/2014","04/10/2014"
6068,602,"BrF",139,"16/01/2015","05/03/2015"
6068,602,"BrF",142,"22/06/2015","29/09/2015"
6068,602,"BrF",144,"02/02/2016","09/03/2016"
6068,602,"BrF",159,"23/06/2016","19/09/2016"
6068,602,"BrF",161,"07/02/2017","03/03/2017"
